"Feature","Log2FC","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"MUTYH",0.438,1.06,1.77,0.0806,0.516,"None","4595","mutY DNA glycosylase","NS",1.09366495819491
"HPCAL4",0.528,2.25,1.77,0.0806,0.516,"Non-endocrine","51440","hippocalcin like 4","NS",1.09366495819491
"LRRN4CL",0.561,-0.152,1.77,0.0807,0.516,"None","221091","LRRN4 C-terminal like","NS",1.09312646527793
"SLC35D1",0.355,3.95,1.77,0.0807,0.516,"None","23169","solute carrier family 35 member D1","NS",1.09312646527793
"PTCHD4",0.67,1,1.77,0.0807,0.516,"None","442213","patched domain containing 4","NS",1.09312646527793
"PLEKHA8",0.332,2.56,1.77,0.0808,0.516,"None","84725","pleckstrin homology domain containing A8","NS",1.09258863922541
"CDH6",-0.493,3.16,-1.77,0.0809,0.516,"None","1004","cadherin 6","NS",1.09205147838773
"C12orf45",0.254,3.35,1.77,0.0809,0.516,"None","121053","chromosome 12 open reading frame 45","NS",1.09205147838773
"RBP5",0.475,0.621,1.77,0.0809,0.516,"None","83758","retinol binding protein 5","NS",1.09205147838773
"ZNF423",0.406,1.18,1.76,0.081,0.516,"Non-endocrine","23090","zinc finger protein 423","NS",1.09151498112135
"MKX",0.572,-1.84,1.77,0.081,0.516,"None","283078","mohawk homeobox","NS",1.09151498112135
"BTBD17",0.615,2.7,1.76,0.081,0.516,"None","388419","BTB domain containing 17","NS",1.09151498112135
"SNTG2",0.484,1.44,1.76,0.0811,0.516,"None","54221","syntrophin gamma 2","NS",1.09097914578884
"CCL14",-0.621,-2.63,-1.82,0.0811,0.516,"None","6358","C-C motif chemokine ligand 14","NS",1.09097914578884
"GPSM3",0.494,-0.0733,1.76,0.0812,0.517,"None","63940","G protein signaling modulator 3","NS",1.09044397075882
"RAB26",-0.381,6.15,-1.76,0.0813,0.517,"None","25837","RAB26, member RAS oncogene family","NS",1.08990945440593
"ACE2",-0.607,1.53,-1.76,0.0813,0.517,"None","59272","angiotensin I converting enzyme 2","NS",1.08990945440593
"TARBP1",0.259,5.34,1.76,0.0814,0.517,"None","6894","TAR (HIV-1) RNA binding protein 1","NS",1.0893755951108
"CXCR4",0.576,0.616,1.76,0.0814,0.517,"None","7852","C-X-C motif chemokine receptor 4","NS",1.0893755951108
"TPX2",-0.809,0.263,-1.76,0.0815,0.517,"None","22974","TPX2 microtubule nucleation factor","NS",1.08884239126002
"ZSCAN5B",-0.851,-2.36,-1.78,0.0816,0.517,"None","342933","zinc finger and SCAN domain containing 5B","NS",1.08830984124614
"ZNF577",-0.328,2.2,-1.76,0.0816,0.517,"None","84765","zinc finger protein 577","NS",1.08830984124614
"CCS",-0.26,4.83,-1.76,0.0816,0.517,"None","9973","copper chaperone for superoxide dismutase","NS",1.08830984124614
"GOLT1A",-0.312,4.16,-1.76,0.0817,0.517,"None","127845","golgi transport 1A","NS",1.08777794346758
"GNG2",-0.299,6.9,-1.76,0.0817,0.517,"Endocrine","54331","G protein subunit gamma 2","NS",1.08777794346758
"ANKRD44",0.391,2.16,1.76,0.0818,0.517,"None","91526","ankyrin repeat domain 44","NS",1.08724669632868
"ZNF559-ZNF177",0.537,-1.72,1.76,0.0819,0.518,"None","100529215","ZNF559-ZNF177 readthrough","NS",1.08671609823958
"CCNO",0.664,0.634,1.76,0.0819,0.517,"Non-endocrine","10309","cyclin O","NS",1.08671609823958
"ORMDL2",-0.294,3.72,-1.76,0.0819,0.517,"None","29095","ORMDL sphingolipid biosynthesis regulator 2","NS",1.08671609823958
"C9orf40",0.357,1.32,1.76,0.0819,0.517,"None","55071","chromosome 9 open reading frame 40","NS",1.08671609823958
"NRP1",0.301,5.8,1.76,0.0819,0.517,"Non-endocrine","8829","neuropilin 1","NS",1.08671609823958
"SPDEF",-0.65,-0.374,-1.76,0.082,0.518,"None","25803","SAM pointed domain containing ETS transcription factor","NS",1.08618614761628
"ASF1B",-0.73,-0.502,-1.76,0.082,0.518,"None","55723","anti-silencing function 1B histone chaperone","NS",1.08618614761628
"NDN",-0.305,5.04,-1.76,0.0821,0.518,"None","4692","necdin, MAGE family member","NS",1.08565684288056
"SLC6A13",-0.734,-1.17,-1.76,0.0821,0.518,"None","6540","solute carrier family 6 member 13","NS",1.08565684288056
"CFAP65",-0.385,1.88,-1.76,0.0822,0.518,"None","255101","cilia and flagella associated protein 65","NS",1.08512818245995
"TNFSF10",0.47,4.72,1.76,0.0823,0.518,"Non-endocrine","8743","TNF superfamily member 10","NS",1.08460016478773
"CTSH",0.418,4.98,1.76,0.0824,0.518,"Non-endocrine","1512","cathepsin H","NS",1.08407278830288
"FAM209B",-0.661,-0.166,-1.76,0.0824,0.518,"None","388799","family with sequence similarity 209 member B","NS",1.08407278830288
"MAP3K1",0.316,4.17,1.76,0.0824,0.518,"None","4214","mitogen-activated protein kinase kinase kinase 1","NS",1.08407278830288
"TSEN2",0.359,2.5,1.76,0.0824,0.518,"None","80746","tRNA splicing endonuclease subunit 2","NS",1.08407278830288
"TRIM5",0.496,2.12,1.76,0.0824,0.518,"Non-endocrine","85363","tripartite motif containing 5","NS",1.08407278830288
"ARL16",-0.281,4.96,-1.76,0.0825,0.518,"Endocrine","339231","ADP ribosylation factor like GTPase 16","NS",1.08354605145007
"LSM7",-0.276,5.09,-1.76,0.0825,0.518,"None","51690","LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated","NS",1.08354605145007
"HAVCR2",0.511,-0.668,1.76,0.0825,0.518,"None","84868","hepatitis A virus cellular receptor 2","NS",1.08354605145007
"MSLN",-1.15,0.0523,-1.76,0.0826,0.518,"None","10232","mesothelin","NS",1.08301995267962
"UGT1A6",-0.665,-2.48,-1.8,0.0826,0.518,"None","54578","UDP glucuronosyltransferase family 1 member A6","NS",1.08301995267962
"HCN4",-0.401,2.79,-1.75,0.0827,0.518,"Endocrine","10021","hyperpolarization activated cyclic nucleotide gated potassium channel 4","NS",1.08249449044745
"PDIA6",-0.255,7.92,-1.75,0.0827,0.518,"None","10130","protein disulfide isomerase family A member 6","NS",1.08249449044745
"NBEAL2",0.331,6.4,1.75,0.0827,0.518,"None","23218","neurobeachin like 2","NS",1.08249449044745
"WDR53",-0.275,2.85,-1.75,0.0827,0.518,"None","348793","WD repeat domain 53","NS",1.08249449044745
"PLPP2",0.527,3.49,1.75,0.0827,0.518,"Non-endocrine","8612","phospholipid phosphatase 2","NS",1.08249449044745
"C8B",0.788,-1.29,1.76,0.0828,0.518,"None","732","complement C8 beta chain","NS",1.08196966321512
"ITIH5",0.454,3.49,1.75,0.0828,0.518,"None","80760","inter-alpha-trypsin inhibitor heavy chain 5","NS",1.08196966321512
"AHCYL1",-0.24,7.84,-1.75,0.083,0.519,"None","10768","adenosylhomocysteinase like 1","NS",1.08092190762393
"CABP1",-0.464,1.4,-1.75,0.083,0.519,"None","9478","calcium binding protein 1","NS",1.08092190762393
"DNAJC22",0.516,3.51,1.75,0.0831,0.519,"None","79962","DnaJ heat shock protein family (Hsp40) member C22","NS",1.08039897621589
"RAB20",0.299,3.78,1.75,0.0832,0.519,"Non-endocrine","55647","RAB20, member RAS oncogene family","NS",1.07987667370928
"FRMPD3",0.64,2.65,1.75,0.0832,0.519,"None","84443","FERM and PDZ domain containing 3","NS",1.07987667370928
"COL5A1",-0.457,4.2,-1.75,0.0833,0.519,"None","1289","collagen type V alpha 1 chain","NS",1.07935499859321
"AMDHD1",0.434,0.51,1.75,0.0833,0.519,"None","144193","amidohydrolase domain containing 1","NS",1.07935499859321
"DGKG",-0.428,3.38,-1.75,0.0833,0.519,"None","1608","diacylglycerol kinase gamma","NS",1.07935499859321
"GZF1",0.344,4.93,1.75,0.0833,0.519,"None","64412","GDNF inducible zinc finger protein 1","NS",1.07935499859321
"SYVN1",-0.271,6.68,-1.75,0.0833,0.519,"None","84447","synoviolin 1","NS",1.07935499859321
"SORL1",-0.337,8.07,-1.75,0.0834,0.519,"Endocrine","6653","sortilin related receptor 1","NS",1.07883394936226
"DAB1-AS1",-0.424,-2.38,-1.77,0.0836,0.52,"None","101926890","DAB1 antisense RNA 1","NS",1.07779372256098
"CELF3",-0.354,7.13,-1.75,0.0836,0.52,"None","11189","CUGBP Elav-like family member 3","NS",1.07779372256098
"TRIM69",-0.262,4.42,-1.75,0.0837,0.52,"None","140691","tripartite motif containing 69","NS",1.07727454200674
"ELOVL7",0.374,3.72,1.75,0.0837,0.52,"None","79993","ELOVL fatty acid elongase 7","NS",1.07727454200674
"SLC30A7",-0.318,5.25,-1.75,0.0838,0.52,"None","148867","solute carrier family 30 member 7","NS",1.07675598136972
"AMHR2",0.697,-0.487,1.75,0.0838,0.52,"None","269","anti-Mullerian hormone receptor type 2","NS",1.07675598136972
"STK32C",-0.356,4.45,-1.75,0.0838,0.52,"None","282974","serine/threonine kinase 32C","NS",1.07675598136972
"DSEL",0.345,2.85,1.75,0.0838,0.52,"None","92126","dermatan sulfate epimerase like","NS",1.07675598136972
"CTSF",0.244,5.69,1.75,0.0839,0.52,"None","8722","cathepsin F","NS",1.0762380391713
"DGKB",0.691,3.39,1.75,0.084,0.52,"None","1607","diacylglycerol kinase beta","NS",1.07572071393812
"SDHAF2",-0.285,3.37,-1.75,0.084,0.52,"None","54949","succinate dehydrogenase complex assembly factor 2","NS",1.07572071393812
"POTEF",0.432,-2.01,1.75,0.084,0.52,"None","728378","POTE ankyrin domain family member F","NS",1.07572071393812
"CRYM",0.601,-0.0919,1.75,0.0843,0.521,"None","1428","crystallin mu","NS",1.07417242537526
"MGAM2",0.689,2.76,1.74,0.0843,0.521,"None","93432","maltase-glucoamylase 2 (putative)","NS",1.07417242537526
"SPTSSB",0.629,3.48,1.74,0.0844,0.522,"None","165679","serine palmitoyltransferase small subunit B","NS",1.07365755337434
"DIPK2A",0.276,3.34,1.74,0.0844,0.521,"None","205428","divergent protein kinase domain 2A","NS",1.07365755337434
"LGI2",0.571,1.85,1.74,0.0844,0.521,"Non-endocrine","55203","leucine rich repeat LGI family member 2","NS",1.07365755337434
"ITGA6",0.457,5.66,1.74,0.0845,0.522,"Non-endocrine","3655","integrin subunit alpha 6","NS",1.07314329105031
"ZNF440",0.324,4.21,1.74,0.0846,0.522,"None","126070","zinc finger protein 440","NS",1.07262963696098
"BARHL1",-0.82,-0.484,-1.74,0.0846,0.522,"None","56751","BarH like homeobox 1","NS",1.07262963696098
"ZNF93",0.255,2.39,1.74,0.0846,0.522,"None","81931","zinc finger protein 93","NS",1.07262963696098
"TXNDC15",-0.269,6.23,-1.74,0.0847,0.522,"None","79770","thioredoxin domain containing 15","NS",1.07211658966929
"GOLGA8B",0.394,6.16,1.74,0.0849,0.523,"None","440270","golgin A8 family member B","NS",1.07109230975605
"EDA2R",0.665,1.37,1.74,0.0849,0.523,"None","60401","ectodysplasin A2 receptor","NS",1.07109230975605
"TMSB4X",0.331,8.4,1.74,0.0849,0.523,"Non-endocrine","7114","thymosin beta 4 X-linked","NS",1.07109230975605
"POC5",-0.257,3.2,-1.74,0.085,0.523,"None","134359","POC5 centriolar protein","NS",1.07058107428571
"APOC1",0.676,-0.86,1.74,0.085,0.523,"None","341","apolipoprotein C1","NS",1.07058107428571
"LOC100506289",-0.578,-2.42,-1.77,0.0852,0.523,"None","100506289","uncharacterized LOC100506289","NS",1.0695604052333
"SRPK1",0.301,4.82,1.74,0.0852,0.523,"None","6732","SRSF protein kinase 1","NS",1.0695604052333
"TGFB3",0.358,3.17,1.74,0.0852,0.523,"Non-endocrine","7043","transforming growth factor beta 3","NS",1.0695604052333
"LINC00858",0.49,-2.51,1.78,0.0853,0.523,"None","170425","long intergenic non-protein coding RNA 858","NS",1.06905096883248
"MMP15",0.265,5.44,1.74,0.0853,0.523,"None","4324","matrix metallopeptidase 15","NS",1.06905096883248
"FCN3",-0.845,3.13,-1.74,0.0853,0.523,"None","8547","ficolin 3","NS",1.06905096883248
"RLN3",-0.626,-2.26,-1.75,0.0854,0.524,"None","117579","relaxin 3","NS",1.06854212931099
"COLQ",-0.4,1.43,-1.74,0.0855,0.524,"None","8292","collagen like tail subunit of asymmetric acetylcholinesterase","NS",1.06803388527183
"GBP2",0.468,3.4,1.74,0.0856,0.524,"None","2634","guanylate binding protein 2","NS",1.06752623532285
"SARAF",-0.266,9.34,-1.74,0.0857,0.525,"None","51669","store-operated calcium entry associated regulatory factor","NS",1.0670191780768
"NDUFC2",-0.298,4.82,-1.74,0.0858,0.525,"None","4718","NADH:ubiquinone oxidoreductase subunit C2","NS",1.06651271215129
"RAG1",0.514,-0.409,1.74,0.0858,0.525,"None","5896","recombination activating 1","NS",1.06651271215129
"GNPNAT1",0.288,4.65,1.74,0.0859,0.525,"Non-endocrine","64841","glucosamine-phosphate N-acetyltransferase 1","NS",1.06600683616876
"TACR1",0.509,-1.68,1.74,0.0861,0.526,"None","6869","tachykinin receptor 1","NS",1.06499684854635
"SLC38A9",0.354,2.83,1.73,0.0862,0.527,"None","153129","solute carrier family 38 member 9","NS",1.06449273417529
"TMEM102",0.427,0.802,1.73,0.0863,0.527,"Non-endocrine","284114","transmembrane protein 102","NS",1.06398920428479
"ERV3-1",-0.339,3.71,-1.73,0.0864,0.527,"None","2086","endogenous retrovirus group 3 member 1, envelope","NS",1.06348625752111
"NDE1",0.278,2.31,1.73,0.0864,0.527,"None","54820","nudE neurodevelopment protein 1","NS",1.06348625752111
"PREX1",-0.347,5.83,-1.73,0.0865,0.528,"None","57580","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1","NS",1.06298389253519
"SURF6",-0.278,4.68,-1.73,0.0865,0.528,"None","6838","surfeit 6","NS",1.06298389253519
"MUC6",0.722,6.04,1.73,0.0866,0.528,"None","4588","mucin 6, oligomeric mucus/gel-forming","NS",1.06248210798265
"PPARGC1A",0.441,2.35,1.73,0.0867,0.528,"None","10891","PPARG coactivator 1 alpha","NS",1.06198090252379
"PROM2",0.565,2.31,1.73,0.0867,0.528,"Non-endocrine","150696","prominin 2","NS",1.06198090252379
"GPR25",-0.491,-2.43,-1.75,0.0867,0.528,"None","2848","G protein-coupled receptor 25","NS",1.06198090252379
"NRCAM",-0.27,7.5,-1.73,0.0867,0.528,"None","4897","neuronal cell adhesion molecule","NS",1.06198090252379
"MTERF2",0.324,3.74,1.73,0.0868,0.528,"None","80298","mitochondrial transcription termination factor 2","NS",1.06148027482351
"GABBR2",0.631,-1.59,1.74,0.0869,0.528,"None","9568","gamma-aminobutyric acid type B receptor subunit 2","NS",1.06098022355133
"TAS1R2",0.852,-2.48,1.75,0.0871,0.53,"None","80834","taste 1 receptor member 2","NS",1.05998184499234
"FHIT",0.35,1.87,1.73,0.0872,0.53,"None","2272","fragile histidine triad diadenosine triphosphatase","NS",1.05948351506743
"BCKDK",0.249,4.93,1.73,0.0874,0.53,"None","10295","branched chain keto acid dehydrogenase kinase","NS",1.0584885673656
"SPINK2",-0.61,0.0741,-1.73,0.0874,0.53,"None","6691","serine peptidase inhibitor Kazal type 2","NS",1.0584885673656
"PGAP1",0.274,5.52,1.73,0.0874,0.53,"None","80055","post-GPI attachment to proteins inositol deacylase 1","NS",1.0584885673656
"NUP35",0.241,3.36,1.73,0.0876,0.531,"None","129401","nucleoporin 35","NS",1.05749589383192
"SNRPN",-0.272,4.6,-1.73,0.0876,0.531,"None","6638","small nuclear ribonucleoprotein polypeptide N","NS",1.05749589383192
"HS6ST2",-0.482,3.36,-1.73,0.0876,0.531,"None","90161","heparan sulfate 6-O-sulfotransferase 2","NS",1.05749589383192
"TANGO2",-0.292,5.15,-1.73,0.0877,0.531,"None","128989","transport and golgi organization 2 homolog","NS",1.05700040663396
"FEV",0.465,4.52,1.73,0.0877,0.531,"None","54738","FEV transcription factor, ETS family member","NS",1.05700040663396
"HRG",-1.27,-2.13,-1.77,0.0878,0.531,"None","3273","histidine rich glycoprotein","NS",1.0565054840939
"MYL7",-0.597,2.62,-1.73,0.0878,0.531,"None","58498","myosin light chain 7","NS",1.0565054840939
"PRRT4",-0.512,-1.89,-1.73,0.0879,0.531,"None","401399","proline rich transmembrane protein 4","NS",1.05601112492623
"GLB1L2",0.303,4.14,1.73,0.0879,0.531,"None","89944","galactosidase beta 1 like 2","NS",1.05601112492623
"SERTAD3",0.378,3.35,1.72,0.088,0.531,"None","29946","SERTA domain containing 3","NS",1.05551732784983
"JCAD",0.425,4.38,1.72,0.088,0.531,"Non-endocrine","57608","junctional cadherin 5 associated","NS",1.05551732784983
"SKIL",0.315,5.76,1.72,0.088,0.531,"None","6498","SKI like proto-oncogene","NS",1.05551732784983
"B3GNT9",-0.341,5.14,-1.72,0.088,0.531,"None","84752","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9","NS",1.05551732784983
"BCL6",0.363,5.86,1.72,0.0881,0.531,"None","604","BCL6 transcription repressor","NS",1.05502409158795
"RPL14",0.291,9.11,1.72,0.0881,0.531,"None","9045","ribosomal protein L14","NS",1.05502409158795
"KCNG3",-0.382,4.4,-1.72,0.0882,0.531,"None","170850","potassium voltage-gated channel modifier subfamily G member 3","NS",1.05453141486818
"HAAO",0.371,3.04,1.72,0.0882,0.531,"Non-endocrine","23498","3-hydroxyanthranilate 3,4-dioxygenase","NS",1.05453141486818
"BCL7A",0.229,4.15,1.72,0.0882,0.531,"Non-endocrine","605","BAF chromatin remodeling complex subunit BCL7A","NS",1.05453141486818
"HSFX2",0.719,-2.32,1.76,0.0883,0.531,"None","100130086","heat shock transcription factor family, X-linked 2","NS",1.05403929642243
"GRPR",0.745,0.146,1.72,0.0883,0.531,"Non-endocrine","2925","gastrin releasing peptide receptor","NS",1.05403929642243
"USP31",0.337,4.12,1.72,0.0884,0.531,"None","57478","ubiquitin specific peptidase 31","NS",1.05354773498693
"KIF17",-0.416,0.652,-1.72,0.0884,0.531,"None","57576","kinesin family member 17","NS",1.05354773498693
"SLC25A28",-0.296,5.27,-1.72,0.0884,0.531,"None","81894","solute carrier family 25 member 28","NS",1.05354773498693
"PDZD2",0.489,4.9,1.72,0.0885,0.531,"None","23037","PDZ domain containing 2","NS",1.05305672930217
"EZHIP",-0.58,-1.92,-1.73,0.0886,0.531,"None","340602","EZH inhibitory protein","NS",1.05256627811295
"TPCN1",0.322,5.88,1.72,0.0886,0.531,"None","53373","two pore segment channel 1","NS",1.05256627811295
"AP4S1",0.279,3.54,1.72,0.0887,0.531,"None","11154","adaptor related protein complex 4 subunit sigma 1","NS",1.05207638016827
"CNGA1",0.428,0.584,1.72,0.0887,0.531,"None","1259","cyclic nucleotide gated channel subunit alpha 1","NS",1.05207638016827
"MINCR",-0.335,1.93,-1.72,0.0888,0.531,"None","100507316","MYC-induced long non-coding RNA","NS",1.0515870342214
"ATXN7L2",-0.248,2.92,-1.72,0.0888,0.531,"None","127002","ataxin 7 like 2","NS",1.0515870342214
"DUSP1",0.41,8.83,1.72,0.0888,0.531,"None","1843","dual specificity phosphatase 1","NS",1.0515870342214
"SLC12A5",-0.327,3.36,-1.72,0.0888,0.531,"None","57468","solute carrier family 12 member 5","NS",1.0515870342214
"RPS19",0.357,8.23,1.72,0.0888,0.531,"None","6223","ribosomal protein S19","NS",1.0515870342214
"BLVRB",0.268,4.03,1.72,0.0889,0.532,"None","645","biliverdin reductase B","NS",1.05109823902979
"DHX40",-0.243,6.37,-1.72,0.0889,0.532,"Endocrine","79665","DEAH-box helicase 40","NS",1.05109823902979
"TGIF2",0.343,3.14,1.72,0.089,0.532,"Non-endocrine","60436","TGFB induced factor homeobox 2","NS",1.05060999335509
"RAPGEF1",0.266,6.51,1.72,0.0891,0.532,"None","2889","Rap guanine nucleotide exchange factor 1","NS",1.05012229596313
"VANGL1",0.46,2.61,1.72,0.0892,0.533,"Non-endocrine","81839","VANGL planar cell polarity protein 1","NS",1.04963514562388
"C19orf81",-0.472,0.19,-1.72,0.0893,0.533,"None","342918","chromosome 19 open reading frame 81","NS",1.04914854111145
"SMIM4",-0.293,2.83,-1.72,0.0893,0.533,"None","440957","small integral membrane protein 4","NS",1.04914854111145
"FAM110A",-0.269,2.61,-1.72,0.0893,0.533,"None","83541","family with sequence similarity 110 member A","NS",1.04914854111145
"CPZ",-0.347,-2.73,-1.75,0.0894,0.533,"None","8532","carboxypeptidase Z","NS",1.04866248120408
"CD24",0.399,8.96,1.72,0.0895,0.533,"Non-endocrine","100133941","CD24 molecule","NS",1.04817696468409
"PER1",0.318,8.01,1.72,0.0895,0.533,"None","5187","period circadian regulator 1","NS",1.04817696468409
"FAM166B",0.503,-0.81,1.72,0.0895,0.533,"None","730112","family with sequence similarity 166 member B","NS",1.04817696468409
"DEUP1",-0.727,2.53,-1.71,0.0898,0.534,"None","159989","deuterosome assembly protein 1","NS",1.0467236633327
"LRRC45",-0.32,2.92,-1.71,0.0898,0.534,"None","201255","leucine rich repeat containing 45","NS",1.0467236633327
"AGAP6",-0.345,2.3,-1.71,0.0898,0.534,"None","414189","ArfGAP with GTPase domain, ankyrin repeat and PH domain 6","NS",1.0467236633327
"CEBPB",0.287,4.99,1.71,0.0899,0.534,"Non-endocrine","1051","CCAAT enhancer binding protein beta","NS",1.04624030826677
"SPARC",-0.329,7.1,-1.71,0.0899,0.534,"None","6678","secreted protein acidic and cysteine rich","NS",1.04624030826677
"DNAJB7",0.651,-1.07,1.72,0.09,0.534,"None","150353","DnaJ heat shock protein family (Hsp40) member B7","NS",1.04575749056068
"HSP90AA1",0.372,11.4,1.71,0.0901,0.534,"None","3320","heat shock protein 90 alpha family class A member 1","NS",1.04527520902094
"RAB3D",0.271,5.4,1.71,0.0901,0.534,"Non-endocrine","9545","RAB3D, member RAS oncogene family","NS",1.04527520902094
"C16orf46",-0.712,-0.787,-1.71,0.0902,0.534,"None","123775","chromosome 16 open reading frame 46","NS",1.04479346245806
"ANTKMT",-0.243,4.35,-1.71,0.0902,0.534,"None","65990","adenine nucleotide translocase lysine methyltransferase","NS",1.04479346245806
